node,batch_size,total_completed,elapsed_seconds,local_throughput_rps,total_throughput_rps,memory_mb,gpu_memory_mb,embed,ann,docfetch,rerank,generate,sentiment,safety
1,8,0,56.84275555610657,0.07036956531869405,0.0,899.1640625,None,0.0,0.0008771419525146484,0.00048089027404785156,9.965896606445312e-05,0.0,0.0,0.0
1,8,0,163.37982368469238,0.04896565450724959,0.0,899.1640625,None,0.0,0.001377105712890625,0.0005075931549072266,0.00010418891906738281,0.0,0.0,0.0
