node,batch_size,total_completed,elapsed_seconds,local_throughput_rps,total_throughput_rps,memory_mb,gpu_memory_mb,embed,ann,docfetch,rerank,generate,sentiment,safety
2,16,0,759.3539776802063,0.02633817769823125,0.0,3664.7109375,None,0.0,0.0,0.0,0.0,195.96655869483948,5.585360527038574,5.2789812088012695
2,16,0,784.788635969162,0.030581482580161967,0.0,3664.7109375,None,0.0,0.0,0.0,0.0,219.57206010818481,6.342926502227783,6.034597873687744
2,16,0,805.5325634479523,0.03475961279597502,0.0,3664.7109375,None,0.0,0.0,0.0,0.0,236.90831303596497,6.882470369338989,6.543029308319092
2,16,0,834.983250617981,0.038324122042348065,0.0,3664.7109375,None,0.0,0.0,0.0,0.0,263.15943694114685,7.7153847217559814,7.341099500656128
