node,batch_size,total_completed,elapsed_seconds,local_throughput_rps,total_throughput_rps,memory_mb,gpu_memory_mb,embed,ann,docfetch,rerank,generate,sentiment,safety
0,16,16,710.8378758430481,0.028135810822235884,0.022508648657788708,1153.6015625,None,4.110065698623657,0.0,0.0,0.0,0.0,0.0,0.0
0,16,20,766.391524553299,0.031315586395594217,0.026096321996328515,1153.6015625,None,4.110137701034546,0.0,0.0,0.0,0.0,0.0,0.0
0,16,24,793.870532989502,0.03527023467486514,0.030231629721312974,1153.6015625,None,6.150613069534302,0.0,0.0,0.0,0.0,0.0,0.0
0,16,28,813.8230330944061,0.039320587767497965,0.034405514296560726,1153.6015625,None,7.400028705596924,0.0,0.0,0.0,0.0,0.0,0.0
